[00:00.000 --> 00:02.440]  your shows. Yeah.
[01:47:04.700 --> 01:47:12.780]  really taken off, at least from my experience, going from just a local connections to people
[01:47:12.780 --> 01:47:17.820]  who are all over the world. I think that, you know, that this plant is going to really
[01:47:18.380 --> 01:47:22.780]  reach everywhere and you're going to be able to experience all of the beautiful things. But
[01:47:23.340 --> 01:47:28.140]  I think when you do it yourself, you really get the most out of it and you can feel like,
[01:47:28.940 --> 01:47:35.500]  you know, nobody smoked this one because you made those seeds. And if it's really nice to you,
[01:47:35.500 --> 01:47:44.700]  it makes it that much of an enjoyable experience. Thank you. That's what I'm gonna say about that.
[01:47:44.700 --> 01:47:46.940]  Alka, do you want to jump in?
[01:47:49.580 --> 01:47:54.860]  Yes, absolutely. I think that the audience here knows that I'm jiving with what you guys are
[01:47:54.860 --> 01:48:02.540]  talking about here. Absolutely. And really, it's a set and setting thing for me. It depends on when
[01:48:02.540 --> 01:48:09.580]  you're asking me what my favorite thing is, you know. So, I like the uppity weed during the day.
[01:48:09.580 --> 01:48:15.900]  So, it's like what you guys were talking about being able to function and, you know, it's not
[01:48:15.900 --> 01:48:22.300]  a good look walking around out there in public on chem dog, like stumbling into shit. You know,
[01:48:23.100 --> 01:48:29.900]  that's the, you know, especially where I am. It's not good to do. So, I really like what Jamal said
[01:48:30.460 --> 01:48:38.380]  about, I was really trying to hold on. I should have brought a piece of paper and wrote it down.
[01:48:38.380 --> 01:48:43.820]  But when you were talking about how the introspection, there you go, is I never
[01:48:43.820 --> 01:48:47.500]  really thought about it like that. But yeah, I like weed that makes me talk to myself.
[01:48:47.500 --> 01:48:53.660]  I never really like put it like in that way. But yeah, I really enjoy that about some of these
[01:48:54.300 --> 01:49:00.780]  more exotic stuff that you guys are talking about here today. It tends to do that to you a lot more
[01:49:00.780 --> 01:49:06.940]  than just a knockout indica. So, like that stuff doesn't make you think for the most part. But
[01:49:06.940 --> 01:49:12.940]  these things that you guys were talking about today is, I call it thinking man's weed or woman's
[01:49:12.940 --> 01:49:17.820]  weed, thinking person's weed. It's like there's somebody that likes to be in their head. Not
[01:49:17.820 --> 01:49:23.740]  everybody wants to be in their head. It's a dark, scary place. So, sativas aren't always for them.
[01:49:23.740 --> 01:49:29.260]  So, it's good that there's the OGs and the chems and all of that stuff out there for people that
[01:49:29.260 --> 01:49:35.180]  just need to forget. You know, they need that anandamide rush. So, yeah, I really enjoyed this
[01:49:35.180 --> 01:49:40.700]  conversation. It was a lot of fun listening to. Wasn't so fun over in the chat today, but it was
[01:49:40.700 --> 01:49:46.620]  fun listening to you guys for sure. It's awesome hearing the perspectives from all over. And yeah,
[01:49:46.620 --> 01:49:51.260]  I was really jiving with what you guys were saying and the plants you're digging. So, fun.
[01:49:51.980 --> 01:49:58.620]  Awesome. Thank you. So, yeah. Is there anything else that anybody would like to add before we
[01:49:58.700 --> 01:50:11.180]  kind of wrap this up for the day? Tie a bow in it? All right. So, first off, I just wanted to
[01:50:11.180 --> 01:50:19.740]  really thank all of the guests for coming on. I sincerely appreciate it. I want to thank all
[01:50:19.740 --> 01:50:27.260]  of the listeners for watching. I appreciate it. I would encourage the chat next time to be a little
[01:50:27.260 --> 01:50:36.860]  bit more angered or more pointed toward our subject, but whatever. And then most importantly,
[01:50:38.380 --> 01:50:43.340]  I just appreciate, I just wanted to just set out and just say I appreciate this channel
[01:50:44.700 --> 01:50:49.980]  as being part of a seed collective. We get tons of information from this channel that's really
[01:50:49.980 --> 01:50:57.980]  inspiring. And it really brings a lot of hope to this community. These are hard times for our
[01:50:57.980 --> 01:51:05.420]  community. There are a lot of people, including myself, who have spent their careers growing
[01:51:05.420 --> 01:51:09.420]  cannabis. There are a lot of people, I know probably some of these other people on here,
[01:51:09.980 --> 01:51:14.540]  that's how they make their living is through cannabis. And as things change,
[01:51:15.260 --> 01:51:21.340]  you know, our community is changing and it's important that we do, you know, make steps
[01:51:21.340 --> 01:51:27.740]  towards building a new type of community. And, you know, Future Cannabis Project is a great
[01:51:27.740 --> 01:51:33.420]  example of that. My seed collective is also a great example of that. And I would just encourage
[01:51:33.420 --> 01:51:37.820]  everybody, you know, if you're in a place where cannabis is legal, or if you're in a place where
[01:51:37.820 --> 01:51:45.740]  cannabis isn't legal, to work with other people and to start communicating because this is the
[01:51:45.740 --> 01:51:53.820]  future. And, you know, corporations are coming in, but they don't have the culture. And that is the
[01:51:53.820 --> 01:51:58.380]  one thing that we do have is that we are from this. This is who we are. You know, it doesn't
[01:51:58.380 --> 01:52:05.020]  matter if cannabis is legal, not legal, whatever. I have a feeling most of these guests, these people
[01:52:05.740 --> 01:52:09.420]  we're still going to do what we do, because this is who we are. And this is our plant.
[01:52:09.980 --> 01:52:15.180]  And, you know, I just want to, you know, just make it known that this is our plant. This is
[01:52:15.180 --> 01:52:21.500]  not their plant. And no matter what they do, this is our sacred plan that we need to treat it as
[01:52:21.500 --> 01:52:27.500]  such and that we need to treat each other as such, which is to show respect to each other, to
[01:52:27.500 --> 01:52:32.140]  lend a hand to each other the same way that Sankofa and Grasshopper and Elka have done for me.
[01:52:32.940 --> 01:52:37.740]  I was nervous that I'd come on here and I'd be here by myself. But no, I have the people from
[01:52:37.740 --> 01:52:45.420]  my community that have my back and I have their back. And, you know, that is of utmost importance
[01:52:45.420 --> 01:52:51.340]  because people in the corporate community, you better damn near know that they got each other's
[01:52:51.340 --> 01:52:59.340]  backs and we need to have each other's backs. That's what this is about. And, you know, I'm
[01:52:59.340 --> 01:53:03.740]  going to keep having some more shows. We're going to dive into some really interesting topics.
[01:53:04.460 --> 01:53:10.860]  And, you know, I just want everybody to, you know, to lead these conversations, feeling uplifted,
[01:53:10.860 --> 01:53:15.660]  feeling that, you know, that they are part of a specific cannabis community, that they are part
[01:53:15.660 --> 01:53:20.540]  of this and that we are lucky because, you know, there are a lot of places where you can't do this
[01:53:20.540 --> 01:53:25.820]  stuff. You can't be a breeder. You can't talk about cannabis. You can't, you know, breed seeds
[01:53:25.820 --> 01:53:30.380]  or find somebody on Instagram and just get the seeds from them and start growing. So we are
[01:53:30.380 --> 01:53:36.060]  lucky that we get a chance to do this. And, you know, maybe it was its destiny that this is what
[01:53:36.060 --> 01:53:40.940]  we are meant to do. And, you know, I will make sure that I will shepherd this plant. And I want
[01:53:40.940 --> 01:53:45.740]  to make sure that, you know, the other people here do that and that you are inspired to grow
[01:53:45.740 --> 01:53:53.740]  land-raised and you are inspired to grow seeds and to, you know, and to just be an inspired person
[01:53:53.740 --> 01:53:58.860]  in this world. Because, I mean, shit, seeing in the chat, people are arguing about war. And I have
[01:53:58.860 --> 01:54:05.420]  plenty of my own feelings about these things. But you know what? We talk about cannabis because it's
[01:54:05.420 --> 01:54:09.900]  something that brings us together and it's something that we believe in. And so, you know,
[01:54:09.900 --> 01:54:17.180]  I just want to say I appreciate everybody here for being part of, you know, my first show. If you
[01:54:17.180 --> 01:54:23.260]  guys weren't here, it would not be what it was. And, you know, I hope everybody has an epic Saturday.
[01:54:24.060 --> 01:54:29.660]  Thank you. Thank you. You did great. I had no clue that you were nervous. So,
[01:54:29.660 --> 01:54:35.660]  that's it. And to derect, I'm so sorry about that. It was so hard for me to, like, scroll
[01:54:35.660 --> 01:54:39.820]  through all of that stuff and, like, pick out an actual question. So, if you're quick,
[01:54:40.540 --> 01:54:44.940]  ask it again real fast and we'll have these guys address it. Because that's what they
[01:54:44.940 --> 01:54:51.660]  spent their time here for today, is that kind of thing. So, yeah. So, ask it again and I'll
[01:54:52.460 --> 01:54:58.860]  try to address it. But yeah, what Jamal was saying is absolutely, we're here to share information.
[01:54:58.860 --> 01:55:05.180]  And, you know, if you're into that, all of that, then I hear you. I'm not going to kick you out
[01:55:05.180 --> 01:55:10.700]  for it. I'm only going to kick you out if you're abusing people. But it's, you know, it really
[01:55:10.700 --> 01:55:17.180]  jumbled it up for guys like D or she, guys or gals like Derect, that were here to get some
[01:55:17.180 --> 01:55:21.660]  questions answered from some people that have seen a lot of plants. And, you know, that's why
[01:55:21.660 --> 01:55:26.540]  I'm spending my time here. And I imagine that's why these guys are too. So, thank you, Jamal.
[01:55:26.540 --> 01:55:31.180]  You really put a nice panel together today. And I'm happy to be a part of the first one. So,
[01:55:31.180 --> 01:55:31.660]  thank you.
[01:55:31.660 --> 01:55:33.740]  Jamal House Thank you. Heck, yeah. You're totally welcome.
[01:55:34.940 --> 01:55:41.740]  I just wanted just to do a quick plug. Sankofa is on Instagram. And, you know, check him out,
[01:55:41.740 --> 01:55:47.100]  Sankofa Herbalist. He has some really awesome gear, you know, check him out. He has a great
[01:55:47.100 --> 01:55:54.940]  feed. And if you're interested in, you know, me and or Drophopper's work, it's on dogga.love
[01:55:54.940 --> 01:55:59.100]  under ILEASE feeds, which is a high speed company that we're working together on.
[01:55:59.100 --> 01:56:03.820]  Dr. Justin Marchegiani And I do want to acknowledge that the chat
[01:56:03.820 --> 01:56:10.380]  did pull it together in the end. I do want to say I appreciate that you guys put the—you
[01:56:10.380 --> 01:56:16.380]  put down your catfighting sticks and—and sort of got back on top of it. But I want to say,
[01:56:16.380 --> 01:56:22.220]  I mean, to the chat, it's like when someone comes here into our—I mean, I view it as all of our
[01:56:22.220 --> 01:56:27.980]  home, especially for the first time, and all they see is catfighting in the chat, like, it's a
[01:56:27.980 --> 01:56:35.820]  bummer. So I hope that everybody who starts responding, like matching aggression with
[01:56:35.820 --> 01:56:41.100]  aggression in the chat, just remember, it's like, the people trying to speak are getting
[01:56:41.100 --> 01:56:45.020]  totally distracted by that. And I'm glad you guys pulled it together because the end of the
[01:56:45.020 --> 01:56:49.100]  conversation when people were—or the very beginning of the very end, when people were
[01:56:49.100 --> 01:56:58.460]  actually talking topic-related, it was great. And I thank you guys and—and I appreciate it. And—and
[01:56:59.420 --> 01:57:02.780]  I assure you that it's not every chat that goes off the rails.
[01:57:04.540 --> 01:57:08.540]  But Walka, this is baptism by fire. Great game today.
[01:57:10.060 --> 01:57:14.220]  No worries. There was one last question. How would you define Rudy Alice characteristics
[01:57:14.220 --> 01:57:22.540]  other than day neutral? Honestly, I can't. I don't want to speak on Rudy Alice. It's not
[01:57:22.540 --> 01:57:26.140]  a subject that I know anything about. Yeah, I figured that that was directed
[01:57:26.140 --> 01:57:30.220]  towards Grasshopper because he's the only person here that brought up the Rudy Alice today. So
[01:57:30.220 --> 01:57:34.940]  I thought that maybe he—that direction—that was sent his direction. So.
[01:57:35.820 --> 01:57:41.660]  What was the question? What are other characteristics in Rudy Alice besides just
[01:57:41.660 --> 01:57:49.340]  being day neutral? Day neutral is—I mean, there was—I think it had to do with place and time.
[01:57:49.340 --> 01:57:52.220]  It wasn't the most attractive plant for me. I gave it a shot.
[01:57:52.460 --> 01:57:59.500]  Oh, they were asking what are other things that are—that you found unique to that other than it
[01:57:59.500 --> 01:58:05.180]  being day neutral? Other than it being day neutral, the CBD aspect of it.
[01:58:07.900 --> 01:58:16.220]  Okay. It's just—it's on steroids, huh? It was one of the—one of the only source for CBD back
[01:58:16.300 --> 01:58:22.700]  then that I knew about. Everybody was going around and stuff. And later we get the plant out
[01:58:22.700 --> 01:58:28.220]  and do more testing on sativa and olanrate to find a lot of—but it had the noise in it as well.
[01:58:28.860 --> 01:58:37.820]  But back then it was the CBD issue that everybody was kind of—or the difference was the THC.
[01:58:39.820 --> 01:58:44.060]  Yeah. Thanks, though. But thanks, everyone. Thanks, Peter. Thanks, Jamal.
[01:58:45.020 --> 01:58:46.700]  Thanks, Uncle. Thanks, everybody.
[01:58:48.380 --> 01:58:54.140]  So just because everyone's riveted, Jemma's team's up by one with 12.7 seconds left.
[01:58:55.500 --> 01:59:02.460]  And the other team, I think, has free throws. The likelihood that this girl will make both shots
[01:59:03.900 --> 01:59:07.980]  would be—but anyway, they're up by one with 12.7 seconds left.
[01:59:09.180 --> 01:59:12.540]  Jemma's like Dikembe Mutombo in the middle swatting balls away.
[01:59:12.540 --> 01:59:13.260]  Proud dad.
[01:59:14.300 --> 01:59:15.820]  She's number 13 right there.
[01:59:17.100 --> 01:59:18.060]  Go get her, Jemma.
[01:59:19.980 --> 01:59:22.940]  Everyone have a good—and I think we have Chad coming up, right?
[01:59:23.500 --> 01:59:24.300]  Had to share it.
[01:59:27.180 --> 01:59:30.060]  Awesome. Thank you, Peter. I appreciate you giving me the opportunity.
[01:59:30.780 --> 01:59:35.180]  Thank you. We all appreciate what you guys brought. We look forward to the next one.
[01:59:35.180 --> 01:59:35.980]  All right.
[01:59:35.980 --> 01:59:38.540]  All right. Peace, everybody.
