[00:00.000 --> 00:02.000]  1003
[27:35.250 --> 27:40.530]  And i'm not you know, cherry lime pop obviously because mean gene hasn't released it but the golden goat
[27:40.610 --> 27:43.510]  I'm, not sure why it never got popular outside colorado
[27:44.770 --> 27:46.770]  It's a really incredible cut
[27:46.930 --> 27:47.890]  uh
[27:47.890 --> 27:50.930]  you know, I I grew it for probably close to
[27:51.730 --> 27:54.610]  Seven or eight years in a row when I first started growing
[27:54.850 --> 27:56.050]  Um
[27:56.050 --> 28:01.650]  And you know, it was just it was ubiquitous. You'd go to a dispensary. They had clones. They had flower they had
[28:02.290 --> 28:07.270]  Everything you'd every dispensary had every golden goat item, um here in colorado
[28:07.970 --> 28:11.270]  And it's no longer really the case. It's kind of a disappearing
[28:11.970 --> 28:16.370]  Uh cut or at least relative to how prolific it used to be
[28:17.330 --> 28:18.690]  so
[28:18.690 --> 28:20.690]  um, I really you know, I got
[28:21.010 --> 28:21.970]  Uh
[28:21.970 --> 28:24.370]  A buddy wonder made me do it passed me the cut
[28:25.410 --> 28:26.450]  and
[28:26.450 --> 28:28.450]  You know, I I don't
[28:28.610 --> 28:35.090]  Enjoy keeping cuts around. Um, you know, I pop so many seeds and I have so many seeds. I just want to get to the next one
[28:35.170 --> 28:35.890]  so
[28:35.890 --> 28:41.090]  Um, he gave me the cut. I didn't really want to keep it around but I thought well, let's pollinate this thing. Um,
[28:41.970 --> 28:44.310]  And it's got you know, these incredible tropical
[28:45.070 --> 28:46.850]  aromas, uh
[28:46.850 --> 28:49.810]  Like really tropical really sweet really fruity
[28:50.450 --> 28:53.330]  Um with some kind of almost hazy notes in there
[28:54.130 --> 28:55.410]  um
[28:55.410 --> 29:02.130]  And you know, I i've always just really loved everything about the strain. It's easy to grow. It's vigorous it it
[29:02.770 --> 29:05.670]  Grows stout, but it smokes like a sativa
[29:06.290 --> 29:09.490]  um, really potent like psychedelic kind of high
[29:10.210 --> 29:11.730]  um
[29:11.730 --> 29:16.690]  So all around just you know, really a winner, uh in in my book and then
[29:17.250 --> 29:23.890]  You know having this killer cherry lime pop male, um right after I had tested the females and they were really special
[29:24.610 --> 29:31.330]  um, so I popped some more grabbed a male and just thought it would be a great match and um,
[29:31.650 --> 29:33.650]  And yeah, everyone has really gravitated
[29:34.530 --> 29:36.530]  toward that one for
[29:37.330 --> 29:42.050]  For reasons that uh, maybe I don't even totally understand but that's that's my take on it
[29:42.130 --> 29:44.930]  Anyways that these are two just really kind of rare
[29:45.650 --> 29:51.730]  Um rare strains with you know, I can't say a bad thing about either one. Um
[29:53.250 --> 30:00.050]  And those are going to be really special pretty fast we've seen some of those grow already so
[30:05.650 --> 30:09.890]  Well, I can uh, I can say that the reason why it's popular is because it's gorgeous
[30:09.970 --> 30:12.450]  I mean people can go to your blog and check it out
[30:12.850 --> 30:16.130]  Uh, there's a lot of especially I you know, I just got back from oklahoma
[30:16.130 --> 30:21.010]  there's still a lot of people out there growing brown wheat, you know that might not even know that like
[30:21.650 --> 30:27.650]  I mean if they've never seen your blog before they probably have no idea that cannabis can even look like that
[30:28.130 --> 30:32.610]  Right. So that's one of the other reasons why I want to kind of take it to the next level with you today is
[30:33.090 --> 30:39.090]  um, it doesn't really take too much other than understanding genetics and if you have the right genetics to play with now
[30:39.090 --> 30:41.890]  I feel like it makes sense to spend a lot of money and run out and
[30:42.210 --> 30:45.670]  But I feel like at the beginning and I made that mistake. I thought infrastructure
[30:46.530 --> 30:47.890]  Uh was extremely important
[30:47.890 --> 30:54.770]  I thought buying aeroponic systems and you know buying the the fanciest things and the high the most expensive nutrients is what grew the best weed
[30:55.170 --> 30:59.730]  Um, and as i've obviously gotten older the simplest things in life. It seems like is where
[31:00.450 --> 31:04.790]  You can really take off and you're able to manage things at a decent pace so that you are successful
[31:05.650 --> 31:08.530]  so that's something that I feel like with your blog man you um,
[31:09.250 --> 31:12.530]  You know, you're you're pumping out a lot of different reviews and I feel like uh,
[31:12.690 --> 31:16.210]  Most people probably have never even seen that cannabis outside of certain states
[31:17.570 --> 31:20.850]  Well, uh, yeah, I I appreciate that brian. Um,
[31:21.890 --> 31:23.890]  you know it it is
[31:24.110 --> 31:29.810]  Incredible that yeah, people are still growing some brown weed today. Um, but but that was certainly
[31:30.450 --> 31:34.690]  At least for me to even growing it, you know, not even the pictures or whatever. Um,
[31:35.650 --> 31:39.890]  That cherry lime pop is the most beautiful plant that i've ever grown. Um,
[31:40.610 --> 31:47.510]  I've just i've never seen anything turn colors like that put out the butt like it was just the complete package aesthetically
[31:48.370 --> 31:49.570]  um
[31:49.570 --> 31:56.290]  Outdoor plants looked like I grew them inside and just set them outside or something. They were just pristine. So
[31:57.250 --> 32:01.250]  um, so that's a really valuable trait that yeah, i'm sure people love and
[32:01.810 --> 32:04.610]  Hopefully is going to pass on to that next generation. So
[32:05.330 --> 32:06.610]  um
[32:06.610 --> 32:09.910]  So yeah, we got to get those to anyone growing brown weed in oklahoma
[32:11.570 --> 32:17.970]  Get yourself some some freeborn or uh, hopefully, you know, some of my seeds will be available here soon. Um,
[32:18.850 --> 32:21.330]  and uh, hopefully we can get some of that stuff out but
[32:21.970 --> 32:22.770]  um
[32:22.770 --> 32:29.250]  Let's talk about the uh, the other genetics that you're popular here in colorado with the riptide rush cross with that passion fruit
[32:29.570 --> 32:32.050]  I believe it's the connie. Am I pronouncing that correctly?
[32:32.850 --> 32:39.890]  Uh passion fruit, uh dakini or dakini. Yeah, so, um, yeah, there's a lot to to dive in there
[32:40.450 --> 32:41.570]  um
[32:41.570 --> 32:43.410]  Peter which one is that?
[32:43.410 --> 32:50.290]  That cherry lime pop. Yeah, so that that's a sister to the male that I use to pollinate that golden goat
[32:50.930 --> 32:52.290]  um
[32:52.290 --> 32:58.850]  And yeah, I mean if you if you scroll down peter there. Yeah, I mean like that's outdoor full season outdoor full sun
[32:59.250 --> 33:00.290]  flower
[33:00.290 --> 33:05.730]  You know never any kind of film, uh put over it totally exposed to the elements. Um,
[33:06.690 --> 33:10.450]  And and so I mean, you know just visually stunning just an absolute
[33:11.150 --> 33:13.150]  completely beautiful plant, um
[33:13.890 --> 33:15.890]  so yeah, you know the the uh,
[33:16.690 --> 33:20.130]  Riptide rush we can we can talk about that first. Um
[33:20.850 --> 33:25.490]  That was a cross that I made many years ago. It was one of the first crosses i've ever made
[33:26.130 --> 33:31.890]  Um, it's a cross of remedy and a chocolate rain f2 male
[33:32.690 --> 33:36.630]  Uh, so remedy is a clone only it's cbd dominant
[33:37.250 --> 33:42.130]  Uh, the ratio ends up being about 33 to 1 cbd to thc
[33:42.610 --> 33:47.730]  So very heavy on the cbd side, but the thc is about 0.6 or 0.7
[33:49.010 --> 33:51.010]  So it's not legal hemp
[33:51.010 --> 33:52.210]  Um
[33:52.210 --> 33:57.810]  And one year I was I was given a bunch of hemp clones and very high cbd clones
[33:58.290 --> 34:02.930]  Um, this was right when cbd was getting popular, you know, maybe 10 years ago or something. Um,
[34:03.810 --> 34:05.090]  and
[34:05.090 --> 34:08.610]  I uh, you know, I really wanted to lock down some of this stuff in seed
[34:09.330 --> 34:11.330]  So I grew out all the cbd cuts
[34:11.810 --> 34:18.210]  Um, you know r4 charlotte's web stuff like that and honestly, I thought it was terrible. Um
[34:19.170 --> 34:22.690]  Not you know, the plants weren't vigorous the the weed looked like schwag
[34:23.330 --> 34:25.330]  um, it was just
[34:25.410 --> 34:29.890]  Very disappointing. Um didn't enjoy smoking it but the remedy on the other hand
[34:30.610 --> 34:36.210]  Looked like high quality flower smelled like high quality flour grew like high quality flour
[34:36.850 --> 34:39.890]  um, and then you smoked it and it just didn't get you high and
[34:40.450 --> 34:42.450]  It was like the craziest thing to me
[34:42.610 --> 34:46.210]  Um that there was this beautiful gorgeous. It was even sticky
[34:46.770 --> 34:49.410]  Uh, it was like this incredible flower, um
[34:50.850 --> 34:52.850]  And we just call that beasters
[34:53.730 --> 35:00.130]  bc, yeah, right. Yeah, right. So, uh, you know, yeah, I grew up on beasters being in the midwest, you know
[35:00.130 --> 35:04.050]  We got all the import from from bc. Um, but it was uh,
[35:04.530 --> 35:09.650]  You know, even even beasters would probably get you more stone than remedy. So, um, you know, it was just
[35:10.130 --> 35:15.890]  But I I saw the value in that I guess, you know, I saw the value in this is still really high quality flour
[35:16.450 --> 35:18.450]  It's just very high cbd
[35:18.770 --> 35:20.770]  Um, so I wanted to breed with it
[35:21.250 --> 35:24.530]  Uh, I got some seeds from whiskey 420
[35:25.330 --> 35:28.370]  Uh, he had he had he's on the boards and stuff like that
[35:28.370 --> 35:31.890]  And I guess he had some chocolate rain from eskibar seeds, which is
[35:32.850 --> 35:37.250]  A cross of dj shorts cocoa cush and dna genetics chocolope
[35:37.490 --> 35:41.190]  So two of these kind of, you know strains with uh chocolate leaning aromas
